id,chunk,location,center,x,state,y,geo
387044345,0,San Juan,"-66.075,18.4026",64,PR,768,0
387044642,0,San Juan,"-66.0777,18.3988",128,PR,768,0
387045214,0,San Juan,"-66.0879,18.3919",192,PR,768,0
387045215,0,San Juan,"-66.088,18.3932",256,PR,768,0
387052681,0,San Juan,"-66.0626,18.3715",320,PR,768,0
387052817,0,San Juan,"-66.0624,18.3821",384,PR,768,0
387055390,0,San Juan,"-66.0615,18.4033",448,PR,768,0
387503177,0,San Juan,"-66.0424,18.4018",512,PR,768,0
397027863,0,Guaynabo,"-66.0962,18.376",576,PR,768,0
399241861,0,Manatí,"-66.4753,18.4641",640,PR,768,0
399435152,0,San Juan,"-66.0801,18.4447",704,PR,768,0
399806862,0,Carolina,"-65.9908,18.4431",768,PR,768,0
401603997,0,Manatí,"-66.4647,18.4374",832,PR,0,0
401607227,0,Manatí,"-66.4768,18.4303",832,PR,64,0
402154301,0,Manatí,"-66.4855,18.4291",832,PR,128,0
402154302,0,Manatí,"-66.4866,18.4289",832,PR,192,0
402173111,0,Manatí,"-66.4765,18.4221",832,PR,256,0
402196665,0,Ciales,"-66.4712,18.3349",832,PR,320,0
402204841,0,Ciales,"-66.4729,18.3456",832,PR,384,0
402204843,0,Ciales,"-66.4718,18.344",832,PR,448,0
402206940,0,Florida,"-66.5733,18.3621",832,PR,512,0
402208633,0,Morovis,"-66.4076,18.322",832,PR,576,0
404436572,0,Vega Baja,"-66.3927,18.4477",832,PR,640,0
404436574,0,Vega Baja,"-66.3895,18.4474",832,PR,704,0
404436576,0,Vega Baja,"-66.3883,18.4473",832,PR,768,0
404594097,0,Arroyo,"-66.0641,17.967",0,PR,832,0
404925017,0,Utuado,"-66.701,18.2705",64,PR,832,0
404930154,0,Utuado,"-66.6992,18.2687",128,PR,832,0
404949108,0,Utuado,"-66.7066,18.2784",192,PR,832,0
404961012,0,Jayuya,"-66.5983,18.217",256,PR,832,0
404967241,0,Jayuya,"-66.584,18.2223",320,PR,832,0
404967242,0,Jayuya,"-66.5869,18.2212",384,PR,832,0
404967243,0,Jayuya,"-66.5874,18.2204",448,PR,832,0
404967244,0,Jayuya,"-66.586,18.2223",512,PR,832,0
404986302,0,Adjuntas,"-66.7266,18.1672",576,PR,832,0
404986303,0,Adjuntas,"-66.7214,18.1581",640,PR,832,0
404994541,0,Vega Alta,"-66.3327,18.4134",704,PR,832,0
404998248,0,Vega Alta,"-66.3061,18.4108",768,PR,832,0
404998249,0,Vega Alta,"-66.314,18.4135",832,PR,832,0
405009456,0,Corozal,"-66.3241,18.3413",896,PR,0,0
405009457,0,Corozal,"-66.3286,18.3444",896,PR,64,0
405009470,0,Corozal,"-66.328,18.3429",896,PR,128,0
405199972,0,Guaynabo,"-66.1222,18.3038",896,PR,192,0
405313102,0,Bayamón,"-66.1516,18.364",896,PR,256,0
405496956,0,Guaynabo,"-66.1103,18.3188",896,PR,320,0
405580438,0,Guaynabo,"-66.131,18.3367",896,PR,384,0
405788530,0,Bayamón,"-66.1941,18.3873",896,PR,448,0
405998320,0,Guaynabo,"-66.1212,18.3446",896,PR,512,0
406031585,0,Guaynabo,"-66.1137,18.3592",896,PR,576,0
406282152,0,Aguadilla,"-67.1439,18.4523",896,PR,640,0
406295910,0,Aguadilla,"-67.15,18.4786",896,PR,704,0
406295912,0,Aguadilla,"-67.1523,18.4804",896,PR,768,0
406317572,0,Aguadilla,"-67.1398,18.4463",896,PR,832,0
406320125,0,Aguadilla,"-67.1476,18.4476",0,PR,896,0
406449946,0,Guaynabo,"-66.1153,18.4118",64,PR,896,0
406449947,0,Guaynabo,"-66.1142,18.412",128,PR,896,0
406471355,0,Guaynabo,"-66.1213,18.4003",192,PR,896,0
406471693,0,Guaynabo,"-66.12,18.4051",256,PR,896,0
406472865,0,Guaynabo,"-66.1074,18.4011",320,PR,896,0
406474150,0,Guaynabo,"-66.1087,18.4055",384,PR,896,0
406589386,0,Guaynabo,"-66.1094,18.4043",448,PR,896,0
406589392,0,Guaynabo,"-66.1081,18.4064",512,PR,896,0
406600123,0,San Juan,"-66.0916,18.4011",576,PR,896,0
406600723,0,Guaynabo,"-66.0963,18.4073",640,PR,896,0
406602794,0,San Juan,"-66.1018,18.3993",704,PR,896,0
406610567,0,Guaynabo,"-66.1161,18.3928",768,PR,896,0
406618205,0,Bayamón,"-66.1269,18.3944",832,PR,896,0
406618778,0,Bayamón,"-66.1267,18.3967",896,PR,896,0
406618779,0,Bayamón,"-66.128,18.3963",960,PR,0,0
406630646,0,Bayamón,"-66.1227,18.387",960,PR,64,0
406631778,0,Guaynabo,"-66.1086,18.3906",960,PR,128,0
406632094,0,San Juan,"-66.1047,18.3849",960,PR,192,0
406632095,0,San Juan,"-66.1022,18.385",960,PR,256,0
406637793,0,San Juan,"-66.0967,18.3795",960,PR,320,0
406638237,0,Guaynabo,"-66.1005,18.3793",960,PR,384,0
406661849,0,Bayamón,"-66.1215,18.3807",960,PR,448,0
406669689,0,Aguadilla,"-67.1483,18.4429",960,PR,512,0
406673368,0,Aguadilla,"-67.1537,18.4409",960,PR,576,0
406674106,0,Aguadilla,"-67.1549,18.4434",960,PR,640,0
406674989,0,Aguadilla,"-67.1537,18.4493",960,PR,704,0
406763079,0,Bayamón,"-66.1252,18.3791",960,PR,768,0
406767486,0,Guaynabo,"-66.1028,18.3704",960,PR,832,0
406767488,0,Guaynabo,"-66.1155,18.3737",960,PR,896,0
406767934,0,Guaynabo,"-66.0971,18.3702",0,PR,960,0
406767937,0,San Juan,"-66.0891,18.3713",64,PR,960,0
406767938,0,San Juan,"-66.0874,18.368",128,PR,960,0
406768658,0,San Juan,"-66.0873,18.3638",192,PR,960,0
406768849,0,Guaynabo,"-66.0929,18.3661",256,PR,960,0
406771310,0,Guaynabo,"-66.1135,18.3602",320,PR,960,0
406776767,0,Guaynabo,"-66.1037,18.353",384,PR,960,0
406776768,0,Guaynabo,"-66.109,18.3563",448,PR,960,0
406776770,0,Guaynabo,"-66.1155,18.354",512,PR,960,0
406777624,0,San Juan,"-66.0941,18.3525",576,PR,960,0
406777625,0,San Juan,"-66.0949,18.3516",640,PR,960,0
406798583,0,Bayamón,"-66.1392,18.4031",704,PR,960,0
406798584,0,Bayamón,"-66.1405,18.4035",768,PR,960,0
406811103,0,Guaynabo,"-66.0958,18.3283",832,PR,960,0
406812396,0,Guaynabo,"-66.0984,18.3041",896,PR,960,0
406812792,0,Guaynabo,"-66.118,18.2965",960,PR,960,0
406827504,0,Guaynabo,"-66.1099,18.3595",1024,PR,0,0
406832641,0,Guaynabo,"-66.1036,18.3338",1024,PR,64,0
407032307,0,Bayamón,"-66.1328,18.3942",1024,PR,128,0
407032308,0,Bayamón,"-66.1334,18.3934",1024,PR,192,0
407033376,0,Bayamón,"-66.1313,18.3972",1024,PR,256,0
407033379,0,Bayamón,"-66.1348,18.3978",1024,PR,320,0
408624776,0,Bayamón,"-66.1271,18.3893",1024,PR,384,0
408624780,0,Bayamón,"-66.1271,18.3906",1024,PR,448,0
408628954,0,Guaynabo,"-66.1187,18.3854",1024,PR,512,0
408867905,0,Bayamón,"-66.1305,18.3842",1024,PR,576,0
410107289,0,Aguadilla,"-67.1548,18.4213",1024,PR,640,0
410108772,0,Aguadilla,"-67.1559,18.415",1024,PR,704,0
410331394,0,Guaynabo,"-66.1344,18.3807",1024,PR,768,0
411514298,0,Aguadilla,"-67.1551,18.4167",1024,PR,832,0
411514301,0,Aguadilla,"-67.1559,18.4103",1024,PR,896,0
411828547,0,Moca,"-67.1134,18.3985",1024,PR,960,0
412188510,0,Aguada,"-67.1858,18.3837",0,PR,1024,0
412546106,0,Aguada,"-67.1823,18.3845",64,PR,1024,0
412546109,0,Aguada,"-67.1818,18.3837",128,PR,1024,0
414260606,0,Rincón,"-67.2523,18.3392",192,PR,1024,0
414503981,0,Añasco,"-67.1458,18.282",256,PR,1024,0
414740752,0,San Juan,"-66.0484,18.401",320,PR,1024,0
414787559,0,San Juan,"-66.0513,18.4009",384,PR,1024,0
415152469,0,San Sebastián,"-67.0011,18.3366",448,PR,1024,0
416130613,0,San Juan,"-66.04,18.4104",512,PR,1024,0
420045617,0,Caguas,"-66.041,18.2539",576,PR,1024,0
420045632,0,Caguas,"-66.042,18.2547",640,PR,1024,0
421696294,0,San Juan,"-66.0502,18.4495",704,PR,1024,0
422906302,0,San Juan,"-66.0543,18.4478",768,PR,1024,0
425176592,0,Cabo Rojo,"-67.1712,18.0166",832,PR,1024,0
426695823,0,Culebra,"-65.3206,18.3294",896,PR,1024,0
426887330,0,Culebra,"-65.3032,18.314",960,PR,1024,0
427399396,0,San Juan,"-66.0568,18.4473",1024,PR,1024,0
430206816,0,Loíza,"-65.8848,18.4278",1088,PR,0,0
430399949,0,Loíza,"-65.8658,18.4254",1088,PR,64,0
431222222,0,Añasco,"-67.1989,18.2943",1088,PR,128,0
431225037,0,Humacao,"-65.7532,18.1606",1088,PR,192,0
432921931,0,Playa,"-67.195,18.2909",1088,PR,256,0
441100799,0,San Juan,"-66.0624,18.413",1088,PR,320,0
442865727,0,San Juan,"-66.0553,18.438",1088,PR,384,0
442894052,0,San Juan,"-66.048,18.4382",1088,PR,448,0
443519837,0,San Juan,"-66.0811,18.392",1088,PR,512,0
444138745,0,San Juan,"-66.0579,18.3779",1088,PR,576,0
448005924,0,Caguas,"-66.0438,18.2132",1088,PR,640,0
453384335,0,San Juan,"-66.0566,18.3572",1088,PR,704,0
454282353,0,Aguas Buenas,"-66.1207,18.2592",1088,PR,768,0
456485910,0,Humacao,"-65.7983,18.1132",1088,PR,832,0
456596228,0,San Juan,"-66.0547,18.3724",1088,PR,896,0
457753565,0,Toa Baja,"-66.2213,18.4099",1088,PR,960,0
458601931,0,San Juan,"-66.1025,18.4646",1088,PR,1024,0
460074656,0,San Juan,"-66.0059,18.3911",0,PR,1088,0
461976274,0,San Juan,"-66.0398,18.4471",64,PR,1088,0
461976275,0,San Juan,"-66.0385,18.449",128,PR,1088,0
461999647,0,Guayanilla,"-66.7928,18.0272",192,PR,1088,0
462011125,0,Guayanilla,"-66.794,18.0301",256,PR,1088,0
462214715,0,Moca,"-67.0619,18.3863",320,PR,1088,0
462287980,0,Moca,"-67.1096,18.3917",384,PR,1088,0
462443974,0,Moca,"-67.12,18.3998",448,PR,1088,0
462671861,0,Mayagüez,"-67.1544,18.1796",512,PR,1088,0
462675608,0,Guayanilla,"-66.791,18.0285",576,PR,1088,0
462729598,0,Aguadilla,"-67.1489,18.4375",640,PR,1088,0
462778535,0,Guayama,"-66.1303,17.9689",704,PR,1088,0
462779039,0,Yabucoa,"-65.8743,18.0412",768,PR,1088,0
462779290,0,Yabucoa,"-65.8785,18.0447",832,PR,1088,0
462795648,0,Humacao,"-65.825,18.1421",896,PR,1088,0
462796089,0,Las Piedras,"-65.863,18.1778",960,PR,1088,0
462797689,0,Fajardo,"-65.6569,18.331",1024,PR,1088,0
463244198,0,Moca,"-67.0818,18.3971",1088,PR,1088,0
463886846,0,Guaynabo,"-66.1126,18.356",1152,PR,0,0
464381443,0,Toa Alta,"-66.2051,18.3436",1152,PR,64,0
465983862,0,Bayamón,"-66.1797,18.3637",1152,PR,128,0
466557024,0,Toa Alta,"-66.207,18.3417",1152,PR,192,0
468742229,0,Guaynabo,"-66.0998,18.4099",1152,PR,256,0
469429537,0,San Juan,"-66.0502,18.4198",1152,PR,320,0
472673557,0,San Juan,"-66.0613,18.4434",1152,PR,384,0
472821541,0,Lajas,"-67.0561,17.9742",1152,PR,448,0
473620147,0,San Juan,"-66.05,18.4302",1152,PR,512,0
473677053,0,San Juan,"-66.0382,18.4335",1152,PR,576,0
473677097,0,San Juan,"-66.0394,18.4335",1152,PR,640,0
473677964,0,San Juan,"-66.0351,18.4335",1152,PR,704,0
477275830,0,San Juan,"-66.0684,18.3622",1152,PR,768,0
477796343,0,Carolina,"-66.0275,18.44",1152,PR,832,0
477803759,0,Ponce,"-66.5619,18.083",1152,PR,896,0
478886789,0,San Juan,"-66.0359,18.4174",1152,PR,960,0
479610824,0,Guaynabo,"-66.1097,18.4018",1152,PR,1024,0
487038295,0,Caguas,"-66.0271,18.2388",1152,PR,1088,0
487038303,0,Gurabo,"-66.0003,18.2469",0,PR,1152,0
487789650,0,San Juan,"-66.0361,18.4345",64,PR,1152,0
487789660,0,San Juan,"-66.0395,18.4349",128,PR,1152,0
487789671,0,San Juan,"-66.0381,18.4348",192,PR,1152,0
488282595,0,Gurabo,"-65.9987,18.2197",256,PR,1152,0
488287644,0,Caguas,"-66.0128,18.2364",320,PR,1152,0
488288730,0,Caguas,"-66.0264,18.2484",384,PR,1152,0
488289518,0,Caguas,"-66.0322,18.2496",448,PR,1152,0
488292192,0,Caguas,"-66.024,18.2291",512,PR,1152,0
488753487,0,Guayama,"-66.1664,17.958",576,PR,1152,0
488753503,0,Guayama,"-66.1805,17.9524",640,PR,1152,0
488757127,0,Guayama,"-66.1968,17.9649",704,PR,1152,0
488766727,0,Salinas,"-66.2154,17.9707",768,PR,1152,0
488766742,0,Salinas,"-66.2293,17.9809",832,PR,1152,0
488766743,0,Salinas,"-66.2241,17.9807",896,PR,1152,0
488766746,0,Salinas,"-66.2252,17.9712",960,PR,1152,0
488915878,0,Salinas,"-66.3029,17.9727",1024,PR,1152,0
488927457,0,Santa Isabel,"-66.4082,17.956",1088,PR,1152,0
488927473,0,Santa Isabel,"-66.4157,17.9713",1152,PR,1152,0
488960302,0,Juana Díaz,"-66.4922,17.9947",1216,PR,0,0
488960304,0,Juana Díaz,"-66.4982,17.9961",1216,PR,64,0
488960310,0,Juana Díaz,"-66.528,17.9969",1216,PR,128,0
488960315,0,Juana Díaz,"-66.5345,18.0131",1216,PR,192,0
490403582,0,Guánica,"-66.9475,17.9731",1216,PR,256,0
490406086,0,Guánica,"-66.9562,17.9886",1216,PR,320,0
490573855,0,Lajas,"-66.9724,17.9983",1216,PR,384,0
490573859,0,Lajas,"-67.0728,18.0029",1216,PR,448,0
490573881,0,Lajas,"-67.0774,18.0407",1216,PR,512,0
490573901,0,Lajas,"-67.0535,18.0549",1216,PR,576,0
490584053,0,Lajas,"-67.0474,18.0538",1216,PR,640,0
490754180,0,Cabo Rojo,"-67.1341,18.0295",1216,PR,704,0
490956407,0,Guayama,"-66.1182,17.9711",1216,PR,768,0
490966512,0,Arroyo,"-66.0567,17.9717",1216,PR,832,0
490966529,0,Arroyo,"-66.0589,17.9604",1216,PR,896,0
490966535,0,Guayama,"-66.1248,17.9744",1216,PR,960,0
491229621,0,Guayama,"-66.1121,17.9641",1216,PR,1024,0
491656626,0,Carolina,"-65.9962,18.3926",1216,PR,1088,0
491670602,0,Carolina,"-65.9986,18.3886",1216,PR,1152,0
491700642,0,Gurabo,"-65.9419,18.2643",0,PR,1216,0
491936728,0,Yabucoa,"-65.873,18.0459",64,PR,1216,0
492381202,0,Cidra,"-66.1161,18.1719",128,PR,1216,0
492394805,0,Salinas,"-66.2894,17.9718",192,PR,1216,0
492394815,0,Santa Isabel,"-66.4109,17.9686",256,PR,1216,0
492466860,0,Carolina,"-65.9932,18.3905",320,PR,1216,0
492672551,0,Moca,"-67.1245,18.4003",384,PR,1216,0
492876385,0,San Juan,"-66.0691,18.4431",448,PR,1216,0
493970026,0,Naguabo,"-65.6815,18.2235",512,PR,1216,0
494283969,0,Arecibo,"-66.6535,18.4552",576,PR,1216,0
494510122,0,Lajas,"-67.0447,17.9736",640,PR,1216,0
497278735,0,Morovis,"-66.4276,18.3376",704,PR,1216,0
497283075,0,Morovis,"-66.3996,18.3114",768,PR,1216,0
497473242,0,Morovis,"-66.3767,18.3354",832,PR,1216,0
497748298,0,Morovis,"-66.4093,18.3263",896,PR,1216,0
497748316,0,Morovis,"-66.399,18.3186",960,PR,1216,0
497748324,0,Morovis,"-66.3732,18.3272",1024,PR,1216,0
497912749,0,Ponce,"-66.6187,17.9637",1088,PR,1216,0
498133466,0,Ponce,"-66.5937,17.9714",1152,PR,1216,0
498408521,0,Vega Alta,"-66.3374,18.4673",1216,PR,1216,0
498408525,0,Vega Alta,"-66.3305,18.4723",1280,PR,0,0
498408529,0,Vega Alta,"-66.3329,18.4703",1280,PR,64,0
498408545,0,Vega Alta,"-66.349,18.4773",1280,PR,128,0
499139285,0,Arecibo,"-66.753,18.4705",1280,PR,192,0
499139298,0,Arecibo,"-66.7433,18.4709",1280,PR,256,0
499139300,0,Arecibo,"-66.7378,18.4699",1280,PR,320,0
499139301,0,Arecibo,"-66.7434,18.4646",1280,PR,384,0
499373137,0,Arecibo,"-66.7617,18.4702",1280,PR,448,0
499373169,0,Arecibo,"-66.6792,18.445",1280,PR,512,0
499545322,0,Ponce,"-66.629,18.0167",1280,PR,576,0
499570733,0,Ponce,"-66.6321,18.0077",1280,PR,640,0
499646683,0,Ponce,"-66.6554,17.9868",1280,PR,704,0
499651393,0,Ponce,"-66.6037,18.0067",1280,PR,768,0
500252284,0,Vega Baja,"-66.3612,18.4187",1280,PR,832,0
500290192,0,Manatí,"-66.4871,18.4688",1280,PR,896,0
500290201,0,Manatí,"-66.4875,18.4576",1280,PR,960,0
500290214,0,Manatí,"-66.4872,18.4602",1280,PR,1024,0
500292663,0,Manatí,"-66.481,18.4365",1280,PR,1088,0
500502413,0,Vega Alta,"-66.3466,18.4629",1280,PR,1152,0
501090064,0,Arecibo,"-66.6935,18.4083",1280,PR,1216,0
501236928,0,Arecibo,"-66.647,18.4276",0,PR,1280,0
501870355,0,Barranquitas,"-66.3434,18.1916",64,PR,1280,0
501870367,0,Barranquitas,"-66.3087,18.1876",128,PR,1280,0
