id,chunk,location,color,center,x,state,y,geo
335284794,0,San Juan,#d6d4cb,"-66.0639,18.4171",256,PR,512,0
335284795,0,San Juan,#b9b4ae,"-66.0647,18.4178",320,PR,512,0
336768290,0,Sabana Grande,#3b3434,"-66.9637,18.0798",384,PR,512,0
336768295,0,Sabana Grande,#a3abb4,"-66.9632,18.0782",448,PR,512,0
336779854,0,Bayamon,#535b73,"-66.1833,18.3927",512,PR,512,0
336783651,0,Bayamon,#414334,"-66.1793,18.3892",576,PR,0,0
337312154,0,Bayamon,#e3e4e3,"-66.1685,18.4208",576,PR,64,0
337683085,0,Bayamon,#c8cbc9,"-66.1613,18.3102",576,PR,128,0
337821593,0,Bayamon,#acb7bb,"-66.1921,18.2784",576,PR,192,0
338017668,0,Bayamon,#a4a5a8,"-66.1326,18.3816",576,PR,256,0
338133698,0,Bayamon,#c3c7ca,"-66.172,18.408",576,PR,320,0
338890524,0,Bayamon,#545965,"-66.1919,18.3753",576,PR,384,0
338890539,0,Bayamon,#c1c7ca,"-66.1911,18.3696",576,PR,448,0
339088580,0,Bayamon,#d7d6d9,"-66.1581,18.3882",576,PR,512,0
339547960,0,Bayamon,#b6b9b8,"-66.1418,18.3908",0,PR,576,0
339579881,0,Bayamon,#6d6f4f,"-66.151,18.399",64,PR,576,0
339732068,0,Bayamon,#c9cfcf,"-66.1965,18.3095",128,PR,576,0
339955797,0,Guaynabo,#c9cece,"-66.1403,18.3226",192,PR,576,0
340350200,0,Bayamon,#d6d3cf,"-66.1838,18.387",256,PR,576,0
341105461,0,Bayamon,#d1dbe5,"-66.1846,18.3465",320,PR,576,0
345106806,0,Bayamon,#afa9a1,"-66.1496,18.359",384,PR,576,0
347313177,0,Bayamon,#565961,"-66.1899,18.3517",448,PR,576,0
347634339,0,San Juan,#2d3b48,"-66.0406,18.4347",512,PR,576,0
347762306,0,San Juan,#6d6d63,"-66.0796,18.4499",576,PR,576,0
359680005,0,San Juan,#c1b6b2,"-66.0491,18.449",640,PR,0,0
362870640,0,San Juan,#737266,"-66.0766,18.4531",640,PR,64,0
363059691,0,San Juan,#d1dce9,"-66.0815,18.4469",640,PR,128,0
363357849,0,San Juan,#bcbec2,"-66.0094,18.4068",640,PR,192,0
364185191,0,San Juan,#bdb9b4,"-66.0659,18.4051",640,PR,256,0
364374583,0,San Juan,#d4d6d8,"-66.0891,18.4043",640,PR,320,0
364377149,0,San Juan,#47493e,"-66.0601,18.4165",640,PR,384,0
364515454,0,San Juan,#b6bfc9,"-66.0845,18.318",640,PR,448,0
364933470,0,San Juan,#cecec8,"-66.0457,18.3279",640,PR,512,0
365140847,0,San Juan,#d1d1d1,"-66.0149,18.3992",640,PR,576,0
365324680,0,San Juan,#bbb8b6,"-66.0861,18.3399",0,PR,640,0
365418764,0,San Juan,#2d313a,"-66.0961,18.3814",64,PR,640,0
365591463,0,San Juan,#2d374a,"-66.0819,18.3495",128,PR,640,0
365928476,0,San Juan,#7d7070,"-66.0607,18.4454",192,PR,640,0
366000377,0,San Juan,#82725f,"-66.0364,18.4359",256,PR,640,0
366408921,0,San Lorenzo,#aa948e,"-65.9947,18.1624",320,PR,640,0
366412262,0,Bayamon,#c4b19e,"-66.1674,18.4182",384,PR,640,0
366412264,0,Bayamon,#837d52,"-66.1709,18.4167",448,PR,640,0
366412268,0,Bayamon,#888564,"-66.1639,18.4171",512,PR,640,0
366726062,0,San Juan,#c2cfd5,"-66.0364,18.3708",576,PR,640,0
367826849,0,Guaynabo,#374239,"-66.1019,18.4078",640,PR,640,0
368769479,0,Bayamon,#6e6f5a,"-66.1279,18.3825",704,PR,0,0
368869627,0,San Juan,#b7b1b1,"-66.046,18.4303",704,PR,64,0
368869628,0,San Juan,#444739,"-66.0504,18.4317",704,PR,128,0
368869629,0,San Juan,#353d2e,"-66.052,18.4328",704,PR,192,0
368869630,0,San Juan,#8b7a70,"-66.0535,18.4274",704,PR,256,0
368869631,0,San Juan,#668ba2,"-66.0422,18.4272",704,PR,320,0
369439480,0,San Juan,#474d27,"-66.0421,18.4357",704,PR,384,0
369449208,0,San Juan,#9f8477,"-66.0411,18.431",704,PR,448,0
369781043,0,Carolina,#7f8b94,"-66.0247,18.4404",704,PR,512,0
371058422,0,San Juan,#585e3d,"-66.0643,18.4378",704,PR,576,0
372993589,0,San Juan,#797264,"-66.0502,18.4229",704,PR,640,0
373405242,0,San Juan,#43564e,"-66.0874,18.3785",0,PR,704,0
373405246,0,San Juan,#a09a7e,"-66.0846,18.3772",64,PR,704,0
373411376,0,San Juan,#9c9e97,"-66.0537,18.4262",128,PR,704,0
373635927,0,San Juan,#454a36,"-66.068,18.4187",192,PR,704,0
376552310,0,Carolina,#353335,"-65.9604,18.4167",256,PR,704,0
377921187,0,San Juan,#252a37,"-66.0378,18.4054",320,PR,704,0
377921188,0,San Juan,#9b8778,"-66.0348,18.4097",384,PR,704,0
379900342,0,Caguas,#b3ada5,"-66.0482,18.2547",448,PR,704,0
379975008,0,Caguas,#7a7577,"-66.0584,18.2331",512,PR,704,0
380147501,0,San German,#57756c,"-66.974,18.1396",576,PR,704,0
380677445,0,Quebradillas,#8d7e7a,"-66.9389,18.4693",640,PR,704,0
380851497,0,Hatillo,#7a7a78,"-66.8197,18.4868",704,PR,704,0
380851503,0,Camuy,#8093b8,"-66.8465,18.4847",768,PR,0,0
380851505,0,Hatillo,#7f8579,"-66.8265,18.4846",768,PR,64,0
381064744,0,Guaynabo,#737058,"-66.1066,18.3797",768,PR,128,0
381064746,0,Guaynabo,#918067,"-66.1112,18.3791",768,PR,192,0
381064750,0,Guaynabo,#77a693,"-66.1119,18.3799",768,PR,256,0
381597013,0,Arecibo,#b5b8bb,"-66.7359,18.4676",768,PR,320,0
382872542,0,Arecibo,#897f75,"-66.7424,18.4626",768,PR,384,0
382872543,0,Arecibo,#a6a09b,"-66.7326,18.473",768,PR,448,0
382872544,0,Arecibo,#caccca,"-66.7343,18.4631",768,PR,512,0
385849840,0,Arecibo,#dad9d2,"-66.7269,18.4628",768,PR,576,0
385849847,0,Arecibo,#816c6a,"-66.7242,18.4559",768,PR,640,0
385851837,0,Barceloneta,#61846d,"-66.5615,18.4356",768,PR,704,0
385941043,0,Bayamon,#aba399,"-66.1754,18.4134",0,PR,768,0
387044345,0,San Juan,#a5bbcc,"-66.075,18.4026",64,PR,768,0
387044642,0,San Juan,#2a3a45,"-66.0777,18.3988",128,PR,768,0
387045214,0,San Juan,#6e7556,"-66.0879,18.3919",192,PR,768,0
387045215,0,San Juan,#504a51,"-66.088,18.3932",256,PR,768,0
387052681,0,San Juan,#526250,"-66.0626,18.3715",320,PR,768,0
387052817,0,San Juan,#363c34,"-66.0624,18.3821",384,PR,768,0
387055390,0,San Juan,#313532,"-66.0615,18.4033",448,PR,768,0
387503177,0,San Juan,#3f483b,"-66.0424,18.4018",512,PR,768,0
397027863,0,Guaynabo,#cea39b,"-66.0962,18.376",576,PR,768,0
399241861,0,Manati,#484a42,"-66.4753,18.4641",640,PR,768,0
399435152,0,San Juan,#adbecc,"-66.0801,18.4447",704,PR,768,0
399806862,0,Carolina,#a75e56,"-65.9908,18.4431",768,PR,768,0
401603997,0,Manati,#5c5b4f,"-66.4647,18.4374",832,PR,0,0
401607227,0,Manati,#93937b,"-66.4768,18.4303",832,PR,64,0
402154301,0,Manati,#cad2ca,"-66.4855,18.4291",832,PR,128,0
402154302,0,Manati,#66675d,"-66.4866,18.4289",832,PR,192,0
402173111,0,Manati,#4a4a3e,"-66.4765,18.4221",832,PR,256,0
402196665,0,Ciales,#353c2e,"-66.4712,18.3349",832,PR,320,0
402204841,0,Ciales,#d2dacf,"-66.4729,18.3456",832,PR,384,0
402204843,0,Ciales,#4f5245,"-66.4718,18.344",832,PR,448,0
402206940,0,Florida,#858e83,"-66.5733,18.3621",832,PR,512,0
402208633,0,Morovis,#c5c4bd,"-66.4076,18.322",832,PR,576,0
404436572,0,Vega Baja,#727171,"-66.3927,18.4477",832,PR,640,0
404436574,0,Vega Baja,#818984,"-66.3895,18.4474",832,PR,704,0
404436576,0,Vega Baja,#5f699b,"-66.3883,18.4473",832,PR,768,0
404594097,0,Arroyo,#9c9284,"-66.0641,17.967",0,PR,832,0
404925017,0,Utuado,#4a5155,"-66.701,18.2705",64,PR,832,0
404930154,0,Utuado,#4d5964,"-66.6992,18.2687",128,PR,832,0
404949108,0,Utuado,#5c6366,"-66.7066,18.2784",192,PR,832,0
404961012,0,Jayuya,#678191,"-66.5983,18.217",256,PR,832,0
404967241,0,Jayuya,#6c8196,"-66.584,18.2223",320,PR,832,0
404967242,0,Jayuya,#909d91,"-66.5869,18.2212",384,PR,832,0
404967243,0,Jayuya,#838c92,"-66.5874,18.2204",448,PR,832,0
404967244,0,Jayuya,#637a73,"-66.586,18.2223",512,PR,832,0
404986302,0,Adjuntas,#68898c,"-66.7266,18.1672",576,PR,832,0
404986303,0,Adjuntas,#5c707e,"-66.7214,18.1581",640,PR,832,0
404994541,0,Vega Alta,#d5d6d8,"-66.3327,18.4134",704,PR,832,0
404998248,0,Vega Alta,#8f9aae,"-66.3061,18.4108",768,PR,832,0
404998249,0,Vega Alta,#3a4250,"-66.314,18.4135",832,PR,832,0
405009456,0,Corozal,#9ba0a3,"-66.3241,18.3413",896,PR,0,0
405009457,0,Corozal,#6d7472,"-66.3286,18.3444",896,PR,64,0
405009470,0,Corozal,#c9ccd3,"-66.328,18.3429",896,PR,128,0
405199972,0,Guaynabo,#404e44,"-66.1222,18.3038",896,PR,192,0
405313102,0,Bayamon,#50592e,"-66.1516,18.364",896,PR,256,0
405496956,0,Guaynabo,#8f8789,"-66.1103,18.3188",896,PR,320,0
405580438,0,Guaynabo,#c9cacc,"-66.131,18.3367",896,PR,384,0
405788530,0,Bayamon,#656550,"-66.1941,18.3873",896,PR,448,0
405998320,0,Guaynabo,#d7d5d7,"-66.1212,18.3446",896,PR,512,0
406031585,0,Guaynabo,#707287,"-66.1137,18.3592",896,PR,576,0
406282152,0,Aguadilla,#d1d1cb,"-67.1439,18.4523",896,PR,640,0
406295910,0,Aguadilla,#9fa59b,"-67.15,18.4786",896,PR,704,0
406295912,0,Aguadilla,#b19484,"-67.1523,18.4804",896,PR,768,0
406317572,0,Aguadilla,#e3e4df,"-67.1398,18.4463",896,PR,832,0
406320125,0,Aguadilla,#dcddd6,"-67.1476,18.4476",0,PR,896,0
406449946,0,Guaynabo,#4f4a2f,"-66.1153,18.4118",64,PR,896,0
406449947,0,Guaynabo,#4f4e3a,"-66.1142,18.412",128,PR,896,0
406471355,0,Guaynabo,#343538,"-66.1213,18.4003",192,PR,896,0
406471693,0,Guaynabo,#c9c2b9,"-66.12,18.4051",256,PR,896,0
406472865,0,Guaynabo,#42463a,"-66.1074,18.4011",320,PR,896,0
406474150,0,Guaynabo,#636a5e,"-66.1087,18.4055",384,PR,896,0
406589386,0,Guaynabo,#678db3,"-66.1094,18.4043",448,PR,896,0
406589392,0,Guaynabo,#4e5745,"-66.1081,18.4064",512,PR,896,0
406600123,0,San Juan,#dbdedf,"-66.0916,18.4011",576,PR,896,0
406600723,0,Guaynabo,#212a3e,"-66.0963,18.4073",640,PR,896,0
406602794,0,San Juan,#bbcdd6,"-66.1018,18.3993",704,PR,896,0
406610567,0,Guaynabo,#3b3c2d,"-66.1161,18.3928",768,PR,896,0
406618205,0,Bayamon,#47482e,"-66.1269,18.3944",832,PR,896,0
406618778,0,Bayamon,#505751,"-66.1267,18.3967",896,PR,896,0
406618779,0,Bayamon,#594c45,"-66.128,18.3963",960,PR,0,0
406630646,0,Bayamon,#60684a,"-66.1227,18.387",960,PR,64,0
406631778,0,Guaynabo,#444d34,"-66.1086,18.3906",960,PR,128,0
406632094,0,San Juan,#6c694c,"-66.1047,18.3849",960,PR,192,0
406632095,0,San Juan,#323b3d,"-66.1022,18.385",960,PR,256,0
406637793,0,San Juan,#8e836f,"-66.0967,18.3795",960,PR,320,0
406638237,0,Guaynabo,#262d37,"-66.1005,18.3793",960,PR,384,0
406661849,0,Bayamon,#679b64,"-66.1215,18.3807",960,PR,448,0
406669689,0,Aguadilla,#e2e5e4,"-67.1483,18.4429",960,PR,512,0
406673368,0,Aguadilla,#877160,"-67.1537,18.4409",960,PR,576,0
406674106,0,Aguadilla,#9c8071,"-67.1549,18.4434",960,PR,640,0
406674989,0,Aguadilla,#8b9688,"-67.1537,18.4493",960,PR,704,0
406763079,0,Bayamon,#493d48,"-66.1252,18.3791",960,PR,768,0
406767486,0,Guaynabo,#b1b1af,"-66.1028,18.3704",960,PR,832,0
406767488,0,Guaynabo,#5e94b9,"-66.1155,18.3737",960,PR,896,0
406767934,0,Guaynabo,#b2afa5,"-66.0971,18.3702",0,PR,960,0
406767937,0,San Juan,#43492e,"-66.0891,18.3713",64,PR,960,0
406767938,0,San Juan,#424c3f,"-66.0874,18.368",128,PR,960,0
406768658,0,San Juan,#8b989e,"-66.0873,18.3638",192,PR,960,0
406768849,0,Guaynabo,#4c5a32,"-66.0929,18.3661",256,PR,960,0
406771310,0,Guaynabo,#7c90b1,"-66.1135,18.3602",320,PR,960,0
406776767,0,Guaynabo,#bbc2b9,"-66.1037,18.353",384,PR,960,0
406776768,0,Guaynabo,#7d7a69,"-66.109,18.3563",448,PR,960,0
406776770,0,Guaynabo,#628684,"-66.1155,18.354",512,PR,960,0
406777624,0,San Juan,#6c775f,"-66.0941,18.3525",576,PR,960,0
406777625,0,San Juan,#477393,"-66.0949,18.3516",640,PR,960,0
406798583,0,Bayamon,#4b4c30,"-66.1392,18.4031",704,PR,960,0
406798584,0,Bayamon,#393d3d,"-66.1405,18.4035",768,PR,960,0
406811103,0,Guaynabo,#6c6f5f,"-66.0958,18.3283",832,PR,960,0
406812396,0,Guaynabo,#51545e,"-66.0984,18.3041",896,PR,960,0
406812792,0,Guaynabo,#394a43,"-66.118,18.2965",960,PR,960,0
406827504,0,Guaynabo,#726357,"-66.1099,18.3595",1024,PR,0,0
406832641,0,Guaynabo,#868fa1,"-66.1036,18.3338",1024,PR,64,0
407032307,0,Bayamon,#605b4e,"-66.1328,18.3942",1024,PR,128,0
407032308,0,Bayamon,#686559,"-66.1334,18.3934",1024,PR,192,0
407033376,0,Bayamon,#4d5036,"-66.1313,18.3972",1024,PR,256,0
407033379,0,Bayamon,#494b40,"-66.1348,18.3978",1024,PR,320,0
408624776,0,Bayamon,#d1c6bd,"-66.1271,18.3893",1024,PR,384,0
408624780,0,Bayamon,#a09790,"-66.1271,18.3906",1024,PR,448,0
408628954,0,Guaynabo,#383b3a,"-66.1187,18.3854",1024,PR,512,0
408867905,0,Bayamon,#383d34,"-66.1305,18.3842",1024,PR,576,0
410107289,0,Aguadilla,#c6c9c7,"-67.1548,18.4213",1024,PR,640,0
410108772,0,Aguadilla,#9d8b82,"-67.1559,18.415",1024,PR,704,0
410331394,0,Guaynabo,#292e37,"-66.1344,18.3807",1024,PR,768,0
411514298,0,Aguadilla,#767970,"-67.1551,18.4167",1024,PR,832,0
411514301,0,Aguadilla,#857f73,"-67.1559,18.4103",1024,PR,896,0
411828547,0,Moca,#aaafd3,"-67.1134,18.3985",1024,PR,960,0
412188510,0,Aguada,#c6cdc1,"-67.1858,18.3837",0,PR,1024,0
412546106,0,Aguada,#8e8c88,"-67.1823,18.3845",64,PR,1024,0
412546109,0,Aguada,#989484,"-67.1818,18.3837",128,PR,1024,0
414260606,0,Rincon,#a0a0a0,"-67.2523,18.3392",192,PR,1024,0
414503981,0,Anasco,#778881,"-67.1458,18.282",256,PR,1024,0
414740752,0,San Juan,#b56869,"-66.0484,18.401",320,PR,1024,0
414787559,0,San Juan,#c0b8ac,"-66.0513,18.4009",384,PR,1024,0
415152469,0,San Sebastian,#526a69,"-67.0011,18.3366",448,PR,1024,0
416130613,0,San Juan,#bececa,"-66.04,18.4104",512,PR,1024,0
420045617,0,Caguas,#686563,"-66.041,18.2539",576,PR,1024,0
420045632,0,Caguas,#a0a4b0,"-66.042,18.2547",640,PR,1024,0
421696294,0,San Juan,#787146,"-66.0502,18.4495",704,PR,1024,0
422906302,0,San Juan,#747470,"-66.0543,18.4478",768,PR,1024,0
425176592,0,Cabo Rojo,#90959b,"-67.1712,18.0166",832,PR,1024,0
426695823,0,Culebra,#aea088,"-65.3206,18.3294",896,PR,1024,0
426887330,0,Culebra,#bcbbba,"-65.3032,18.314",960,PR,1024,0
427399396,0,San Juan,#686a67,"-66.0568,18.4473",1024,PR,1024,0
430206816,0,Loiza,#d9dcdd,"-65.8848,18.4278",1088,PR,0,0
430399949,0,Loiza,#60555b,"-65.8658,18.4254",1088,PR,64,0
431222222,0,Anasco,#c4c2ba,"-67.1989,18.2943",1088,PR,128,0
431225037,0,Humacao,#b0aa9f,"-65.7532,18.1606",1088,PR,192,0
432921931,0,Playa,#838168,"-67.195,18.2909",1088,PR,256,0
441100799,0,San Juan,#313831,"-66.0624,18.413",1088,PR,320,0
442865727,0,San Juan,#dfeaef,"-66.0553,18.438",1088,PR,384,0
442894052,0,San Juan,#83776b,"-66.048,18.4382",1088,PR,448,0
443519837,0,San Juan,#32353a,"-66.0811,18.392",1088,PR,512,0
444138745,0,San Juan,#333333,"-66.0579,18.3779",1088,PR,576,0
448005924,0,Caguas,#9da0a3,"-66.0438,18.2132",1088,PR,640,0
453384335,0,San Juan,#474f38,"-66.0566,18.3572",1088,PR,704,0
454282353,0,Aguas Buenas,#979a9f,"-66.1207,18.2592",1088,PR,768,0
456485910,0,Humacao,#c8c8c3,"-65.7983,18.1132",1088,PR,832,0
456596228,0,San Juan,#4e5036,"-66.0547,18.3724",1088,PR,896,0
457753565,0,Toa Baja,#788389,"-66.2213,18.4099",1088,PR,960,0
458601931,0,San Juan,#8d94ac,"-66.1025,18.4646",1088,PR,1024,0
460074656,0,San Juan,#535434,"-66.0059,18.3911",0,PR,1088,0
461976274,0,San Juan,#79716b,"-66.0398,18.4471",64,PR,1088,0
461976275,0,San Juan,#545244,"-66.0385,18.449",128,PR,1088,0
461999647,0,Guayanilla,#80958e,"-66.7928,18.0272",192,PR,1088,0
462011125,0,Guayanilla,#c9cacd,"-66.794,18.0301",256,PR,1088,0
462214715,0,Moca,#c9c3be,"-67.0619,18.3863",320,PR,1088,0
462287980,0,Moca,#c7c6c2,"-67.1096,18.3917",384,PR,1088,0
462443974,0,Moca,#6a7bbf,"-67.12,18.3998",448,PR,1088,0
462671861,0,Mayaguez,#80a79e,"-67.1544,18.1796",512,PR,1088,0
462675608,0,Guayanilla,#536069,"-66.791,18.0285",576,PR,1088,0
462729598,0,Aguadilla,#b5bece,"-67.1489,18.4375",640,PR,1088,0
462778535,0,Guayama,#586684,"-66.1303,17.9689",704,PR,1088,0
462779039,0,Yabucoa,#5d5e5c,"-65.8743,18.0412",768,PR,1088,0
462779290,0,Yabucoa,#b7b5ba,"-65.8785,18.0447",832,PR,1088,0
462795648,0,Humacao,#848da5,"-65.825,18.1421",896,PR,1088,0
462796089,0,Las Piedras,#bdbab3,"-65.863,18.1778",960,PR,1088,0
462797689,0,Fajardo,#dadddb,"-65.6569,18.331",1024,PR,1088,0
463244198,0,Moca,#aeb4dc,"-67.0818,18.3971",1088,PR,1088,0
463886846,0,Guaynabo,#c9c4bf,"-66.1126,18.356",1152,PR,0,0
464381443,0,Toa Alta,#85aa7a,"-66.2051,18.3436",1152,PR,64,0
465983862,0,Bayamon,#424b3f,"-66.1797,18.3637",1152,PR,128,0
466557024,0,Toa Alta,#7b9873,"-66.207,18.3417",1152,PR,192,0
468742229,0,Guaynabo,#7a7565,"-66.0998,18.4099",1152,PR,256,0
469429537,0,San Juan,#444456,"-66.0502,18.4198",1152,PR,320,0
472673557,0,San Juan,#83827f,"-66.0613,18.4434",1152,PR,384,0
472821541,0,Lajas,#576e6e,"-67.0561,17.9742",1152,PR,448,0
473620147,0,San Juan,#393e31,"-66.05,18.4302",1152,PR,512,0
473677053,0,San Juan,#b2a495,"-66.0382,18.4335",1152,PR,576,0
473677097,0,San Juan,#3b3d49,"-66.0394,18.4335",1152,PR,640,0
473677964,0,San Juan,#a49a91,"-66.0351,18.4335",1152,PR,704,0
477275830,0,San Juan,#60707d,"-66.0684,18.3622",1152,PR,768,0
477796343,0,Carolina,#6d7449,"-66.0275,18.44",1152,PR,832,0
477803759,0,Ponce,#cfd1d1,"-66.5619,18.083",1152,PR,896,0
478886789,0,San Juan,#5a6022,"-66.0359,18.4174",1152,PR,960,0
479610824,0,Guaynabo,#6e7159,"-66.1097,18.4018",1152,PR,1024,0
487038295,0,Caguas,#bfb6aa,"-66.0271,18.2388",1152,PR,1088,0
487038303,0,Gurabo,#717573,"-66.0003,18.2469",0,PR,1152,0
487789650,0,San Juan,#383c37,"-66.0361,18.4345",64,PR,1152,0
487789660,0,San Juan,#373a36,"-66.0395,18.4349",128,PR,1152,0
487789671,0,San Juan,#767467,"-66.0381,18.4348",192,PR,1152,0
488282595,0,Gurabo,#5d6665,"-65.9987,18.2197",256,PR,1152,0
488287644,0,Caguas,#a2988e,"-66.0128,18.2364",320,PR,1152,0
488288730,0,Caguas,#4e4d4f,"-66.0264,18.2484",384,PR,1152,0
488289518,0,Caguas,#978d9c,"-66.0322,18.2496",448,PR,1152,0
488292192,0,Caguas,#75706f,"-66.024,18.2291",512,PR,1152,0
488753487,0,Guayama,#c1c3c0,"-66.1664,17.958",576,PR,1152,0
488753503,0,Guayama,#eaeeec,"-66.1805,17.9524",640,PR,1152,0
488757127,0,Guayama,#d6dcdd,"-66.1968,17.9649",704,PR,1152,0
488766727,0,Salinas,#789385,"-66.2154,17.9707",768,PR,1152,0
488766742,0,Salinas,#8a8988,"-66.2293,17.9809",832,PR,1152,0
488766743,0,Salinas,#b7b1ac,"-66.2241,17.9807",896,PR,1152,0
488766746,0,Salinas,#8b9088,"-66.2252,17.9712",960,PR,1152,0
